N	Date	Time	Current,mA	Voltage,V	Field,kV/cm	FrameN	RunN	Trig	TrigTime,s	
0000604	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000605	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000606	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000607	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000608	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000609	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000610	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000611	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000612	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000613	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000614	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000615	16.03.2022	15:54:34	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000616	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000617	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000618	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000619	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000620	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000621	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000622	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000623	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00014	00004	1	00.00	
0000624	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00015	00004	0	01.72	
0000625	16.03.2022	15:54:35	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000626	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000627	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000628	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000629	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000630	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000631	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	0	00.00	
0000632	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000633	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000634	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000635	16.03.2022	15:54:36	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000636	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000637	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000638	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000639	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000640	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000641	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000642	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000643	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000644	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000645	16.03.2022	15:54:37	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000646	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000647	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000648	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00015	00004	1	00.00	
0000649	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	01.75	
0000650	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000651	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000652	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000653	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000654	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000655	16.03.2022	15:54:38	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000656	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000657	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000658	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000659	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000660	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000661	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000662	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000663	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000664	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000665	16.03.2022	15:54:39	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000666	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000667	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000668	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000669	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000670	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000671	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000672	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000673	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000674	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000675	16.03.2022	15:54:40	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000676	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000677	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000678	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000679	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000680	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000681	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000682	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000683	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000684	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000685	16.03.2022	15:54:41	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000686	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000687	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000688	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000689	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000690	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	0	00.00	
0000691	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000692	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000693	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000694	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000695	16.03.2022	15:54:42	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000696	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000697	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000698	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000699	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000700	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000701	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000702	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000703	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000704	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000705	16.03.2022	15:54:43	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000706	16.03.2022	15:54:44	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000707	16.03.2022	15:54:44	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000708	16.03.2022	15:54:44	+00.000	+480.000	+150.000	00016	00004	1	00.00	
0000709	16.03.2022	15:54:44	+00.000	+480.000	+150.000	00017	00005	0	01.74	
0000710	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000711	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000712	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000713	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000714	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000715	16.03.2022	15:54:44	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000716	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000717	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000718	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	0	00.00	
0000719	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000720	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	0	00.08	
0000721	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000722	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000723	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000724	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000725	16.03.2022	15:54:45	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000726	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000727	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000728	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000729	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00017	00005	1	00.00	
0000730	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	0	00.89	
0000731	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	0	00.00	
0000732	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	0	00.00	
0000733	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000734	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	0	00.14	
0000735	16.03.2022	15:54:46	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000736	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	0	00.12	
0000737	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000738	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000739	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000740	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000741	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000742	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000743	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000744	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000745	16.03.2022	15:54:47	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000746	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000747	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000748	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000749	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00018	00005	1	00.00	
0000750	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	01.27	
0000751	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000752	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000753	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000754	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000755	16.03.2022	15:54:48	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000756	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000757	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000758	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	0	00.00	
0000759	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000760	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000761	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000762	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000763	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000764	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000765	16.03.2022	15:54:49	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000766	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000767	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000768	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000769	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000770	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000771	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000772	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000773	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000774	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000775	16.03.2022	15:54:50	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000776	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000777	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00019	00005	1	00.00	
0000778	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	01.91	
0000779	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000780	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000781	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000782	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000783	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000784	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000785	16.03.2022	15:54:51	+00.000	+640.000	+200.000	00020	00005	0	00.00	
0000786	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000787	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000788	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000789	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000790	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000791	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000792	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000793	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000794	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000795	16.03.2022	15:54:52	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000796	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000797	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000798	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000799	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000800	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000801	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000802	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000803	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00020	00005	1	00.00	
0000804	16.03.2022	15:54:53	+00.000	+640.000	+200.000	00021	00006	0	01.73	
0000805	16.03.2022	15:54:53	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000806	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000807	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000808	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000809	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000810	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000811	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000812	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000813	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000814	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000815	16.03.2022	15:54:54	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000816	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000817	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000818	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000819	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000820	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000821	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000822	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000823	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000824	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000825	16.03.2022	15:54:55	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000826	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000827	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000828	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000829	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000830	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000831	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000832	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000833	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000834	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000835	16.03.2022	15:54:56	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000836	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000837	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000838	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000839	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000840	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000841	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
0000842	16.03.2022	15:54:57	+00.000	+00.000	+00.000	00021	00006	0	00.00	
