N	Date	Time	Current,mA	Voltage,V	Field,kV/cm	FrameN	RunN	Trig	TrigTime,s	
0000295	16.03.2022	15:54:02	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000296	16.03.2022	15:54:02	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000297	16.03.2022	15:54:02	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000298	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000299	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000300	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000301	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000302	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00009	00003	1	00.00	
0000303	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00010	00003	0	01.54	
0000304	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000305	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000306	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000307	16.03.2022	15:54:03	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000308	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000309	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000310	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000311	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000312	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000313	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000314	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000315	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000316	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000317	16.03.2022	15:54:04	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000318	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000319	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000320	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000321	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000322	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000323	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000324	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000325	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000326	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000327	16.03.2022	15:54:05	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000328	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000329	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000330	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000331	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000332	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000333	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000334	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000335	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000336	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000337	16.03.2022	15:54:06	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000338	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000339	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000340	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000341	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000342	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000343	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000344	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000345	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000346	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000347	16.03.2022	15:54:07	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000348	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000349	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000350	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000351	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000352	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000353	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000354	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000355	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000356	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000357	16.03.2022	15:54:08	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000358	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000359	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000360	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000361	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000362	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000363	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000364	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000365	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000366	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000367	16.03.2022	15:54:09	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000368	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000369	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000370	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000371	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000372	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000373	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000374	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000375	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000376	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000377	16.03.2022	15:54:10	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000378	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000379	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000380	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000381	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000382	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000383	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000384	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000385	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000386	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000387	16.03.2022	15:54:11	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000388	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000389	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000390	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000391	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000392	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000393	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	0	00.00	
0000394	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000395	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000396	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000397	16.03.2022	15:54:12	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000398	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000399	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000400	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000401	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000402	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000403	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000404	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000405	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000406	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000407	16.03.2022	15:54:13	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000408	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000409	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00010	00003	1	00.00	
0000410	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	01.62	
0000411	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000412	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000413	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000414	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000415	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000416	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000417	16.03.2022	15:54:14	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000418	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000419	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000420	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	0	00.00	
0000421	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000422	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000423	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000424	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000425	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000426	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000427	16.03.2022	15:54:15	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000428	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000429	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000430	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000431	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000432	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000433	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000434	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000435	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000436	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000437	16.03.2022	15:54:16	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000438	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000439	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000440	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000441	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000442	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000443	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000444	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00011	00003	1	00.00	
0000445	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00012	00003	0	02.40	
0000446	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000447	16.03.2022	15:54:17	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000448	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000449	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000450	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000451	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000452	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000453	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000454	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000455	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	0	00.00	
0000456	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000457	16.03.2022	15:54:18	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000458	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000459	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000460	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000461	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000462	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000463	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000464	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000465	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000466	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000467	16.03.2022	15:54:19	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000468	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000469	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000470	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000471	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000472	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000473	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00012	00003	1	00.00	
0000474	16.03.2022	15:54:20	+00.000	+320.000	+100.000	00013	00004	0	01.84	
0000475	16.03.2022	15:54:20	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000476	16.03.2022	15:54:20	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000477	16.03.2022	15:54:20	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000478	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000479	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000480	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000481	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000482	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000483	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000484	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000485	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000486	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000487	16.03.2022	15:54:21	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000488	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000489	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000490	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000491	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000492	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000493	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000494	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000495	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000496	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000497	16.03.2022	15:54:22	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000498	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000499	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000500	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000501	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000502	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000503	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000504	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000505	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000506	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000507	16.03.2022	15:54:23	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000508	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000509	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000510	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000511	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000512	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000513	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000514	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000515	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000516	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000517	16.03.2022	15:54:24	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000518	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000519	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000520	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000521	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000522	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000523	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000524	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	0	00.01	
0000525	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000526	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000527	16.03.2022	15:54:25	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000528	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000529	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000530	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000531	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000532	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000533	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000534	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000535	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000536	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000537	16.03.2022	15:54:26	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000538	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000539	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000540	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000541	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000542	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000543	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000544	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000545	16.03.2022	15:54:27	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000546	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000547	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000548	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000549	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000550	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000551	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000552	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000553	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000554	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000555	16.03.2022	15:54:28	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000556	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000557	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000558	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000559	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000560	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000561	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000562	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000563	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000564	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000565	16.03.2022	15:54:29	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000566	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000567	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000568	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000569	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000570	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000571	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000572	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	0	00.01	
0000573	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000574	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000575	16.03.2022	15:54:30	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000576	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000577	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000578	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000579	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000580	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	0	00.00	
0000581	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000582	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000583	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000584	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000585	16.03.2022	15:54:31	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000586	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000587	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000588	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000589	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000590	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000591	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000592	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000593	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000594	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000595	16.03.2022	15:54:32	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000596	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000597	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00013	00004	1	00.00	
0000598	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	01.76	
0000599	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000600	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000601	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000602	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
0000603	16.03.2022	15:54:33	+00.000	+480.000	+150.000	00014	00004	0	00.00	
